id,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class_number_of_rings,shell_humidity_weight
6017,M,0.37,0.28,0.1,0.252,0.1065,0.0595,0.074,8,0.07
6018,F,0.455,0.355,1.13,0.594,0.332,0.116,0.1335,8,0.13
6019,M,0.47,0.37,0.18,0.51,0.1915,0.1285,0.1625,9,0.16
6020,F,0.63,0.49,0.17,1.2155,0.4625,0.2045,0.3105,10,0.44
6021,M,0.645,0.485,0.215,1.514,0.546,0.2615,0.635,16,0.33
6022,F,0.745,0.585,0.19,1.966,0.8435,0.437,0.5855,18,0.54
6023,I,0.44,0.345,0.115,0.545,0.269,0.111,0.1305,6,0.15
6024,M,0.69,0.505,0.2,1.872,0.893,0.4015,0.48,10,0.5
6025,F,0.57,0.46,0.135,0.9795,0.397,0.2525,0.2655,9,0.32
6026,I,0.245,0.18,0.065,0.071,0.03,0.013,0.0215,4,0.02
6027,I,0.49,0.4,0.135,0.624,0.3035,0.1285,0.169,8,0.15
6028,M,0.635,0.515,0.16,1.2075,0.5385,0.282,0.345,11,0.32
6029,F,0.65,0.5,0.165,1.1445,0.485,0.218,0.365,12,0.29
6030,F,0.615,0.475,0.17,1.055,0.543,0.246,0.2345,9,0.28
6031,I,0.485,0.375,0.125,0.562,0.2505,0.1345,0.1525,8,0.16
6032,I,0.525,0.385,0.13,0.607,0.2355,0.125,0.195,8,0.18
6033,I,0.255,0.19,0.075,0.0865,0.0345,0.0205,0.025,5,0.03
6034,I,0.41,0.31,0.09,0.3335,0.1635,0.061,0.091,6,0.08
6035,F,0.55,0.415,0.18,1.1655,0.502,0.301,0.311,9,0.35
6036,F,0.565,0.44,0.15,0.863,0.435,0.149,0.27,9,0.16
6037,I,0.455,0.37,0.125,0.433,0.201,0.1265,0.145,9,0.09
6038,M,0.465,0.35,0.12,0.5205,0.2015,0.1625,0.185,11,0.13
6039,F,0.51,0.375,0.11,0.5805,0.2865,0.118,0.148,7,0.15
6040,M,0.64,0.485,0.15,1.098,0.5195,0.222,0.3175,10,0.26
6041,I,0.425,0.31,0.095,0.3075,0.139,0.0745,0.093,7,0.08
6042,M,0.6,0.46,0.15,1.247,0.5335,0.2735,0.29,9,0.42
6043,I,0.405,0.25,0.09,0.2875,0.128,0.063,0.0805,7,0.08
6044,I,0.35,0.265,0.11,0.209,0.066,0.059,0.075,9,0.07
6045,I,0.535,0.455,0.14,1.0015,0.53,0.1765,0.244,9,0.23
6046,I,0.545,0.4,0.13,0.686,0.3285,0.1455,0.18,9,0.18
6047,I,0.275,0.2,0.075,0.086,0.0305,0.019,0.03,7,0.03
6048,F,0.65,0.505,0.175,1.2075,0.5105,0.262,0.39,10,0.31
6049,M,0.53,0.425,0.13,0.702,0.2975,0.1395,0.22,9,0.18
6050,M,0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635,10,0.37
6051,I,0.385,0.295,0.085,0.2535,0.103,0.0575,0.085,7,0.07
6052,M,0.585,0.455,0.125,1.027,0.391,0.212,0.25,17,0.39
6053,F,0.635,0.505,0.185,1.3035,0.501,0.295,0.41,17,0.39
6054,I,0.45,0.35,0.145,0.525,0.2085,0.1,0.1655,15,0.15
6055,F,0.62,0.51,0.18,1.3315,0.594,0.276,0.388,11,0.35
6056,I,0.5,0.39,0.13,0.5075,0.2115,0.104,0.1755,9,0.12
6057,M,0.525,0.425,0.125,0.812,0.4035,0.1705,0.195,8,0.21
6058,M,0.61,0.485,0.145,1.3305,0.783,0.2255,0.2865,9,0.26
6059,M,0.575,0.47,0.165,0.853,0.292,0.179,0.35,16,0.21
6060,M,0.535,0.435,0.14,0.874,0.3735,0.229,0.2195,8,0.28
6061,F,0.72,0.565,0.17,1.613,0.723,0.3255,0.4945,12,0.4
6062,F,0.68,0.51,0.2,1.6075,0.714,0.339,0.4705,11,0.42
6063,I,0.55,0.425,0.135,0.7305,0.3325,0.1545,0.215,9,0.18
6064,F,0.5,0.385,0.115,0.6785,0.2945,0.138,0.195,12,0.19
6065,F,0.505,0.38,0.13,0.693,0.391,0.1195,0.1515,8,0.15
6066,F,0.615,0.455,0.135,1.059,0.4735,0.263,0.274,9,0.31
6067,F,0.465,0.375,0.135,0.6,0.2225,0.129,0.23,16,0.15
6068,F,0.615,0.475,0.155,1.004,0.4475,0.193,0.2895,10,0.27
6069,I,0.51,0.39,0.125,0.597,0.293,0.1265,0.1555,8,0.15
6070,M,0.615,0.45,0.15,1.198,0.707,0.2095,0.2505,7,0.24
6071,F,0.56,0.445,0.155,1.224,0.5565,0.3225,0.2695,10,0.4
6072,F,0.45,0.35,0.125,0.4435,0.185,0.09,0.145,11,0.11
6073,F,0.63,0.5,0.16,1.22,0.4905,0.3,0.345,14,0.38
6074,F,0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,12,0.43
6075,M,0.41,0.335,0.115,0.4405,0.19,0.085,0.135,8,0.12
6076,M,0.575,0.47,0.185,0.985,0.3745,0.2175,0.355,10,0.26
6077,M,0.66,0.505,0.2,1.6305,0.4865,0.297,0.61,18,0.53
6078,I,0.34,0.255,0.075,0.18,0.0745,0.04,0.0525,6,0.05
6079,I,0.455,0.35,0.105,0.4445,0.213,0.107,0.1115,7,0.12
6080,F,0.515,0.415,0.13,0.764,0.276,0.196,0.25,13,0.24
6081,F,0.7,0.56,0.175,1.6605,0.8605,0.3275,0.398,11,0.4
6082,M,0.5,0.4,0.145,0.6025,0.216,0.138,0.21,11,0.18
6083,I,0.375,0.275,0.1,0.2325,0.1165,0.042,0.065,6,0.05
6084,I,0.415,0.325,0.1,0.4665,0.2285,0.1065,0.114,7,0.12
6085,M,0.485,0.385,0.105,0.556,0.296,0.104,0.133,7,0.13
6086,M,0.595,0.48,0.185,1.1785,0.526,0.2975,0.314,10,0.34
6087,F,0.485,0.365,0.15,0.9145,0.4145,0.199,0.273,7,0.23
6088,M,0.7,0.555,0.2,1.858,0.73,0.3665,0.595,11,0.53
6089,M,0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165,10,0.15
6090,F,0.64,0.485,0.185,1.4195,0.6735,0.3465,0.3255,11,0.42
6091,F,0.545,0.44,0.15,0.9475,0.366,0.239,0.275,8,0.31
6092,I,0.39,0.29,0.09,0.2625,0.117,0.054,0.077,7,0.07
6093,I,0.25,0.185,0.065,0.0685,0.0295,0.014,0.0225,5,0.02
6094,I,0.335,0.255,0.085,0.1785,0.071,0.0405,0.055,9,0.05
6095,M,0.615,0.47,0.15,1.0875,0.4975,0.283,0.2685,9,0.32
6096,M,0.615,0.45,0.15,1.198,0.707,0.2095,0.2505,7,0.24
6097,I,0.475,0.35,0.1,0.4545,0.2165,0.111,0.115,7,0.12
6098,I,0.58,0.445,0.125,0.7095,0.303,0.1405,0.235,9,0.17
6099,M,0.565,0.45,0.16,0.895,0.415,0.195,0.246,9,0.23
6100,F,0.54,0.475,0.155,1.217,0.5305,0.3075,0.34,16,0.35
6101,M,0.415,0.32,0.1,0.3005,0.1215,0.0575,0.104,11,0.07
6102,F,0.5,0.375,0.14,0.604,0.242,0.1415,0.179,15,0.18
6103,M,0.525,0.41,0.13,0.99,0.3865,0.243,0.295,15,0.31
6104,M,0.58,0.45,0.14,1.013,0.38,0.216,0.36,14,0.27
6105,M,0.465,0.35,0.14,0.5755,0.2015,0.1505,0.19,15,0.18
6106,F,0.57,0.445,0.145,0.8775,0.412,0.217,0.22,8,0.25
6107,M,0.515,0.39,0.155,0.7125,0.3695,0.137,0.155,7,0.19
6108,M,0.58,0.465,0.175,1.035,0.401,0.1865,0.385,17,0.25
6109,M,0.64,0.485,0.16,1.006,0.456,0.2245,0.2835,9,0.27
6110,M,0.575,0.46,0.155,0.892,0.4415,0.176,0.22,10,0.23
6111,M,0.69,0.53,0.19,1.5955,0.678,0.331,0.48,10,0.44
6112,M,0.735,0.59,0.225,1.756,0.637,0.3405,0.58,21,0.54
6113,M,0.695,0.515,0.175,1.5165,0.578,0.4105,0.39,15,0.55
6114,M,0.53,0.41,0.14,0.7545,0.3495,0.1715,0.2105,8,0.19
6115,I,0.44,0.34,0.1,0.407,0.209,0.0735,0.103,7,0.09
6116,F,0.58,0.445,0.135,0.95,0.484,0.182,0.2325,8,0.23
6117,F,0.625,0.49,0.11,1.136,0.5265,0.1915,0.2925,9,0.32
6118,I,0.525,0.4,0.13,0.6455,0.325,0.1245,0.17,8,0.15
6119,M,0.745,0.565,0.215,1.931,0.896,0.4585,0.5,11,0.54
6120,I,0.56,0.455,0.145,0.974,0.547,0.1615,0.235,9,0.19
6121,F,0.45,0.345,0.115,0.496,0.1905,0.117,0.14,12,0.17
6122,I,0.37,0.28,0.09,0.218,0.0995,0.0545,0.0615,7,0.06
6123,M,0.545,0.41,0.14,0.625,0.223,0.16,0.235,13,0.17
6124,M,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9,0.16
6125,F,0.58,0.455,0.12,1.0735,0.479,0.2735,0.265,10,0.33
6126,M,0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555,9,0.16
6127,F,0.625,0.475,0.175,1.1435,0.4755,0.2475,0.349,10,0.32
6128,I,0.44,0.35,0.125,0.456,0.21,0.0955,0.131,8,0.12
6129,M,0.625,0.48,0.18,1.223,0.565,0.2975,0.3375,10,0.32
6130,M,0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445,8,0.26
6131,M,0.65,0.495,0.18,1.793,0.8005,0.339,0.53,14,0.46
6132,M,0.59,0.44,0.15,0.8725,0.387,0.215,0.245,8,0.24
6133,M,0.465,0.36,0.115,0.5795,0.295,0.1395,0.12,7,0.16
6134,M,0.635,0.495,0.17,1.3695,0.657,0.3055,0.365,10,0.35
6135,M,0.58,0.43,0.13,0.798,0.365,0.173,0.2285,10,0.2
6136,M,0.65,0.525,0.205,1.4275,0.69,0.306,0.4355,13,0.3
6137,I,0.47,0.355,0.18,0.48,0.2055,0.105,0.1505,8,0.12
6138,F,0.495,0.37,0.12,0.594,0.28,0.11,0.1375,7,0.18
6139,F,0.45,0.38,0.165,0.8165,0.25,0.1915,0.265,23,0.3
6140,F,0.53,0.42,0.14,0.627,0.2905,0.1165,0.183,8,0.15
6141,M,0.65,0.545,0.16,1.2425,0.487,0.296,0.48,15,0.28
6142,M,0.385,0.305,0.09,0.2775,0.109,0.0515,0.1,9,0.07
6143,M,0.645,0.505,0.165,1.307,0.4335,0.262,0.52,10,0.35
6144,F,0.55,0.47,0.15,0.897,0.377,0.184,0.29,9,0.23
6145,M,0.535,0.43,0.14,0.7165,0.2855,0.1595,0.2155,8,0.22
6146,F,0.57,0.465,0.18,0.9995,0.405,0.277,0.295,16,0.3
6147,M,0.355,0.26,0.085,0.1905,0.081,0.0485,0.055,6,0.05
6148,M,0.55,0.44,0.16,0.991,0.348,0.168,0.375,20,0.27
6149,M,0.515,0.38,0.135,0.6615,0.2875,0.2095,0.155,10,0.22
6150,I,0.45,0.34,0.12,0.4925,0.241,0.1075,0.12,6,0.13
6151,I,0.495,0.375,0.115,0.507,0.241,0.103,0.15,8,0.12
6152,F,0.555,0.44,0.14,0.846,0.346,0.1715,0.2735,10,0.23
6153,I,0.53,0.43,0.16,0.7245,0.321,0.1275,0.24,9,0.16
6154,F,0.56,0.445,0.18,0.903,0.3575,0.2045,0.295,9,0.25
6155,M,0.59,0.455,0.145,1.073,0.475,0.19,0.285,14,0.31
6156,F,0.61,0.475,0.16,1.1155,0.3835,0.223,0.379,10,0.35
6157,F,0.54,0.415,0.15,0.8115,0.3875,0.1875,0.2035,9,0.22
6158,M,0.525,0.4,0.17,0.7305,0.279,0.2055,0.195,11,0.26
6159,I,0.405,0.285,0.09,0.2645,0.1265,0.0505,0.075,6,0.06
6160,I,0.55,0.415,0.135,0.8095,0.2985,0.2015,0.28,12,0.23
6161,I,0.385,0.265,0.08,0.251,0.124,0.037,0.07,6,0.06
6162,I,0.43,0.33,0.1,0.449,0.254,0.0825,0.097,6,0.1
6163,M,0.63,0.51,0.17,1.1885,0.4915,0.3065,0.348,7,0.35
6164,F,0.375,0.295,0.11,0.3005,0.1255,0.0575,0.1035,7,0.07
6165,M,0.66,0.505,0.165,1.374,0.589,0.351,0.345,10,0.44
6166,F,0.665,0.505,0.16,1.2915,0.631,0.2925,0.32,11,0.34
6167,M,0.73,0.595,0.23,2.8255,1.1465,0.419,0.897,17,0.78
6168,M,0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,13,0.45
6169,F,0.69,0.58,0.195,1.658,0.708,0.3615,0.4715,10,0.48
6170,I,0.495,0.375,0.115,0.507,0.241,0.103,0.15,8,0.12
6171,F,0.515,0.375,0.11,0.6065,0.3005,0.131,0.15,6,0.16
6172,F,0.625,0.485,0.16,1.254,0.591,0.259,0.3485,9,0.31
6173,M,0.475,0.385,0.12,0.562,0.289,0.0905,0.153,8,0.12
6174,M,0.585,0.475,0.12,0.945,0.41,0.2115,0.28,14,0.25
6175,F,0.55,0.465,0.15,1.082,0.3575,0.194,0.19,14,0.53
6176,M,0.61,0.47,0.16,1.022,0.449,0.2345,0.2945,9,0.28
6177,M,0.53,0.425,0.13,0.7455,0.2995,0.1355,0.245,10,0.2
6178,I,0.52,0.41,0.14,0.699,0.3395,0.129,0.1945,10,0.16
6179,F,0.35,0.265,0.09,0.1855,0.0745,0.0415,0.06,7,0.05
6180,I,0.46,0.37,0.11,0.3965,0.1485,0.0855,0.1455,8,0.1
6181,I,0.475,0.355,0.105,0.468,0.201,0.1115,0.12,8,0.15
6182,F,0.605,0.485,0.165,1.0105,0.435,0.209,0.3,19,0.28
6183,I,0.44,0.32,0.095,0.3275,0.1495,0.059,0.1,8,0.08
6184,M,0.615,0.495,0.155,1.2865,0.435,0.293,0.3245,11,0.53
6185,I,0.36,0.265,0.09,0.2055,0.096,0.037,0.0585,7,0.05
6186,F,0.63,0.48,0.16,1.199,0.5265,0.335,0.315,11,0.36
6187,M,0.475,0.37,0.125,0.537,0.222,0.1215,0.15,9,0.17
6188,M,0.51,0.4,0.13,0.6435,0.27,0.1665,0.205,12,0.17
6189,M,0.63,0.47,0.155,1.1325,0.589,0.211,0.287,8,0.26
6190,I,0.56,0.435,0.13,0.777,0.354,0.173,0.222,9,0.2
6191,I,0.38,0.285,0.09,0.2305,0.1005,0.039,0.0775,7,0.05
6192,M,0.565,0.445,0.14,0.836,0.406,0.1605,0.2245,9,0.21
6193,I,0.365,0.255,0.08,0.1985,0.0785,0.0345,0.053,5,0.07
6194,F,0.545,0.43,0.14,0.832,0.4355,0.17,0.201,9,0.2
6195,M,0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255,12,0.23
6196,M,0.565,0.435,0.185,0.9815,0.329,0.136,0.39,13,0.26
6197,I,0.47,0.37,0.12,0.4705,0.1845,0.1055,0.155,12,0.13
6198,F,0.7,0.55,0.17,1.684,0.7535,0.3265,0.32,11,0.61
6199,M,0.505,0.39,0.115,0.5585,0.2575,0.119,0.1535,8,0.15
6200,I,0.355,0.26,0.09,0.1985,0.0715,0.0495,0.058,7,0.07
6201,I,0.265,0.205,0.07,0.1055,0.039,0.041,0.035,5,0.03
6202,F,0.7,0.575,0.17,1.31,0.5095,0.314,0.42,14,0.38
6203,I,0.565,0.435,0.145,0.8445,0.3975,0.158,0.255,9,0.19
6204,I,0.575,0.45,0.135,0.807,0.3615,0.176,0.254,10,0.19
6205,M,0.48,0.36,0.1,0.439,0.194,0.099,0.115,8,0.13
6206,F,0.37,0.275,0.085,0.2405,0.104,0.0535,0.07,5,0.07
6207,I,0.4,0.3,0.09,0.2815,0.1185,0.061,0.08,7,0.08
6208,F,0.44,0.345,0.105,0.4285,0.165,0.083,0.132,11,0.13
6209,M,0.64,0.505,0.18,1.297,0.59,0.3125,0.363,11,0.34
6210,M,0.535,0.42,0.145,0.791,0.33,0.189,0.25,10,0.21
6211,I,0.44,0.31,0.115,0.3625,0.134,0.082,0.12,11,0.11
6212,F,0.545,0.42,0.175,0.754,0.256,0.1775,0.275,10,0.22
6213,M,0.63,0.515,0.175,1.1955,0.492,0.247,0.37,11,0.33
6214,I,0.295,0.215,0.07,0.121,0.047,0.0155,0.0405,6,0.03
6215,I,0.525,0.4,0.125,0.6965,0.369,0.1385,0.164,9,0.16
6216,M,0.605,0.47,0.16,1.1735,0.4975,0.2405,0.345,12,0.33
6217,M,0.59,0.465,0.135,0.9895,0.4235,0.199,0.28,8,0.29
6218,I,0.505,0.425,0.125,0.6115,0.245,0.1375,0.2,9,0.17
6219,M,0.69,0.505,0.2,1.872,0.893,0.4015,0.48,10,0.5
6220,I,0.27,0.195,0.065,0.1065,0.0475,0.0225,0.0285,5,0.03
6221,F,0.625,0.5,0.175,1.273,0.564,0.302,0.374,9,0.33
6222,I,0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125,10,0.08
6223,F,0.59,0.46,0.16,1.0115,0.445,0.2615,0.2565,8,0.31
6224,I,0.455,0.355,0.08,0.452,0.2165,0.0995,0.125,9,0.11
6225,F,0.67,0.525,0.19,1.527,0.5755,0.353,0.44,12,0.51
6226,I,0.33,0.205,0.095,0.1595,0.077,0.032,0.0435,5,0.04
6227,I,0.505,0.38,0.12,0.594,0.2595,0.1435,0.18,7,0.15
6228,M,0.605,0.445,0.14,0.982,0.4295,0.2085,0.295,12,0.26
6229,M,0.55,0.45,0.155,0.7895,0.343,0.159,0.25,12,0.2
6230,F,0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295,8,0.24
6231,M,0.505,0.38,0.13,0.656,0.227,0.1785,0.22,13,0.21
6232,F,0.385,0.305,0.105,0.3315,0.1365,0.0745,0.1,7,0.1
6233,I,0.44,0.32,0.095,0.3275,0.1495,0.059,0.1,8,0.08
6234,M,0.705,0.56,0.165,1.675,0.797,0.4095,0.388,10,0.49
6235,M,0.49,0.38,0.135,0.5415,0.2175,0.095,0.19,11,0.13
6236,F,0.66,0.515,0.17,1.337,0.615,0.3125,0.3575,10,0.36
6237,I,0.455,0.36,0.115,0.457,0.2085,0.0855,0.147,10,0.1
6238,M,0.4,0.32,0.095,0.303,0.1335,0.06,0.1,7,0.07
6239,M,0.575,0.45,0.165,0.9215,0.3275,0.225,0.256,12,0.34
6240,F,0.525,0.44,0.125,0.7115,0.3205,0.159,0.1915,7,0.2
6241,F,0.575,0.485,0.165,1.0405,0.419,0.264,0.3,14,0.32
6242,F,0.455,0.365,0.11,0.385,0.166,0.046,0.1345,13,0.08
6243,M,0.52,0.425,0.155,0.7735,0.297,0.123,0.255,17,0.22
6244,M,0.47,0.35,0.1,0.4775,0.1885,0.0885,0.175,8,0.11
6245,F,0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,14,0.18
6246,M,0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285,9,0.37
6247,F,0.51,0.4,0.12,0.7005,0.347,0.1105,0.195,10,0.16
6248,M,0.6,0.46,0.17,1.1805,0.456,0.337,0.329,11,0.4
6249,I,0.235,0.175,0.055,0.067,0.027,0.0125,0.018,6,0.02
6250,I,0.35,0.26,0.075,0.18,0.09,0.0245,0.055,5,0.03
6251,M,0.545,0.41,0.14,0.625,0.223,0.16,0.235,13,0.17
6252,I,0.54,0.425,0.135,0.686,0.3475,0.1545,0.213,8,0.13
6253,M,0.38,0.235,0.1,0.258,0.1055,0.054,0.08,7,0.07
6254,I,0.14,0.105,0.035,0.0145,0.005,0.0035,0.005,4,0.0
6255,M,0.55,0.435,0.11,0.806,0.3415,0.203,0.215,9,0.25
6256,M,0.51,0.415,0.14,0.8185,0.3025,0.2155,0.235,16,0.28
6257,I,0.44,0.325,0.11,0.4965,0.258,0.1195,0.1075,8,0.13
6258,F,0.74,0.575,0.22,2.012,0.8915,0.5265,0.471,12,0.65
6259,I,0.435,0.33,0.105,0.335,0.156,0.0555,0.105,8,0.07
6260,F,0.515,0.4,0.115,0.578,0.191,0.1445,0.17,9,0.22
6261,F,0.62,0.5,0.175,1.107,0.4895,0.24,0.343,11,0.27
6262,M,0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955,8,0.2
6263,I,0.435,0.345,0.12,0.4475,0.221,0.112,0.125,7,0.1
6264,I,0.545,0.43,0.15,0.742,0.3525,0.158,0.208,10,0.18
6265,I,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,3,0.01
6266,F,0.49,0.385,0.125,0.5395,0.2175,0.128,0.165,11,0.16
6267,M,0.63,0.48,0.185,1.21,0.53,0.2555,0.322,11,0.36
6268,F,0.6,0.45,0.14,0.837,0.37,0.177,0.2425,10,0.22
6269,M,0.64,0.51,0.175,1.368,0.515,0.266,0.57,21,0.28
6270,I,0.42,0.305,0.09,0.328,0.168,0.0615,0.082,6,0.08
6271,I,0.335,0.24,0.095,0.17,0.062,0.039,0.055,9,0.05
6272,I,0.53,0.42,0.13,0.8365,0.3745,0.167,0.249,11,0.21
6273,I,0.325,0.25,0.07,0.1745,0.0875,0.0355,0.04,7,0.05
6274,I,0.525,0.405,0.15,0.795,0.3075,0.205,0.255,14,0.23
6275,M,0.62,0.48,0.15,1.266,0.6285,0.2575,0.309,12,0.33
6276,F,0.5,0.4,0.125,0.5765,0.2395,0.126,0.185,10,0.15
6277,I,0.37,0.29,0.08,0.2545,0.108,0.0565,0.07,6,0.08
6278,F,0.66,0.525,0.2,1.463,0.6525,0.2995,0.422,11,0.39
6279,F,0.52,0.43,0.15,0.728,0.302,0.1575,0.235,11,0.19
6280,I,0.235,0.13,0.075,0.1585,0.0685,0.037,0.0465,5,0.04
6281,M,0.59,0.46,0.145,0.929,0.38,0.24,0.255,10,0.29
6282,M,0.52,0.4,0.12,0.58,0.234,0.1315,0.185,8,0.16
6283,M,0.58,0.46,0.165,1.2275,0.473,0.1965,0.435,16,0.32
6284,F,0.635,0.495,0.195,1.297,0.556,0.2985,0.37,11,0.37
6285,M,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3,0.0
6286,F,0.6,0.47,0.19,1.1345,0.492,0.2595,0.3375,10,0.31
6287,F,0.565,0.44,0.15,0.863,0.435,0.149,0.27,9,0.16
6288,M,0.54,0.405,0.125,0.891,0.4815,0.1915,0.202,9,0.21
6289,M,0.615,0.475,0.205,1.337,0.5995,0.2815,0.37,11,0.37
6290,I,0.28,0.205,0.055,0.1135,0.045,0.0275,0.0335,7,0.04
6291,M,0.58,0.455,0.135,0.7955,0.405,0.167,0.204,10,0.19
6292,M,0.57,0.445,0.16,1.0145,0.516,0.164,0.3,10,0.2
6293,M,0.655,0.515,0.2,1.373,0.443,0.3375,0.49,16,0.44
6294,I,0.505,0.4,0.125,0.5605,0.2255,0.1435,0.17,8,0.16
6295,M,0.575,0.45,0.16,0.955,0.44,0.1685,0.27,16,0.24
6296,M,0.525,0.405,0.12,0.7555,0.3755,0.1555,0.201,9,0.18
6297,F,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,10,0.51
6298,F,0.61,0.495,0.19,1.213,0.464,0.306,0.365,15,0.38
6299,I,0.265,0.2,0.065,0.0975,0.04,0.0205,0.028,7,0.03
6300,I,0.26,0.2,0.07,0.092,0.037,0.02,0.03,6,0.03
6301,M,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22,12,0.19
6302,M,0.645,0.5,0.19,1.229,0.524,0.278,0.395,17,0.31
6303,I,0.455,0.375,0.12,0.497,0.2355,0.1055,0.1295,6,0.13
6304,I,0.53,0.42,0.12,0.5965,0.2555,0.141,0.177,7,0.16
6305,I,0.485,0.37,0.13,0.458,0.181,0.113,0.136,10,0.14
6306,I,0.415,0.31,0.095,0.311,0.1125,0.0625,0.115,8,0.08
6307,F,0.485,0.39,0.1,0.5565,0.2215,0.1155,0.185,9,0.15
6308,F,0.615,0.495,0.165,1.198,0.5415,0.2865,0.3185,10,0.34
6309,F,0.455,0.35,0.14,0.5185,0.221,0.1265,0.135,10,0.16
6310,M,0.655,0.525,0.16,1.46,0.686,0.311,0.405,11,0.37
6311,F,0.61,0.43,0.14,0.909,0.438,0.2,0.22,8,0.25
6312,I,0.46,0.365,0.11,0.4495,0.1755,0.102,0.15,8,0.12
6313,I,0.57,0.43,0.145,0.833,0.354,0.144,0.2815,10,0.2
6314,F,0.51,0.39,0.105,0.612,0.187,0.15,0.195,13,0.23
6315,I,0.235,0.13,0.075,0.1585,0.0685,0.037,0.0465,5,0.04
6316,F,0.68,0.55,0.175,1.798,0.815,0.3925,0.455,19,0.53
6317,I,0.495,0.4,0.105,0.602,0.2505,0.1265,0.19,8,0.16
6318,M,0.275,0.2,0.08,0.099,0.037,0.024,0.03,5,0.03
6319,M,0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325,19,0.35
6320,I,0.5,0.385,0.12,0.56,0.2835,0.103,0.135,8,0.14
6321,M,0.59,0.48,0.16,1.262,0.5685,0.2725,0.335,9,0.36
6322,F,0.62,0.49,0.16,1.056,0.493,0.244,0.2725,9,0.29
6323,I,0.36,0.25,0.115,0.465,0.21,0.1055,0.128,7,0.13
6324,I,0.475,0.365,0.115,0.499,0.232,0.0885,0.156,10,0.11
6325,F,0.6,0.475,0.155,1.059,0.441,0.19,0.39,11,0.23
6326,M,0.595,0.475,0.16,1.3175,0.408,0.234,0.58,21,0.33
6327,M,0.515,0.39,0.14,0.678,0.341,0.1325,0.119,8,0.22
6328,I,0.54,0.425,0.13,0.7205,0.2955,0.169,0.225,10,0.2
6329,I,0.56,0.425,0.145,0.688,0.3095,0.1305,0.2165,9,0.16
6330,I,0.53,0.405,0.12,0.632,0.2715,0.148,0.1875,9,0.17
6331,F,0.55,0.45,0.15,0.875,0.362,0.1755,0.2765,10,0.24
6332,I,0.525,0.405,0.125,0.657,0.2985,0.1505,0.168,10,0.19
6333,I,0.45,0.36,0.125,0.45,0.191,0.0865,0.145,12,0.11
6334,F,0.635,0.5,0.18,1.312,0.529,0.2485,0.485,18,0.3
6335,M,0.63,0.48,0.15,1.1785,0.5185,0.248,0.3235,8,0.34
6336,F,0.585,0.42,0.155,1.034,0.437,0.2225,0.32,11,0.28
6337,M,0.62,0.48,0.15,1.1015,0.4965,0.243,0.305,10,0.3
6338,M,0.56,0.45,0.185,1.07,0.3805,0.175,0.41,19,0.28
6339,M,0.57,0.445,0.14,1.0635,0.5265,0.2195,0.24,8,0.3
6340,F,0.7,0.575,0.205,1.7975,0.7295,0.3935,0.5165,13,0.55
6341,M,0.64,0.515,0.08,1.042,0.515,0.1755,0.175,10,0.35
6342,M,0.45,0.35,0.13,0.4655,0.2075,0.1045,0.135,8,0.12
6343,M,0.62,0.485,0.155,1.049,0.462,0.231,0.25,10,0.34
6344,F,0.58,0.46,0.175,1.165,0.65,0.2205,0.3055,9,0.21
6345,M,0.5,0.375,0.13,0.721,0.3055,0.1725,0.22,14,0.2
6346,F,0.58,0.46,0.18,1.0515,0.4095,0.2595,0.276,8,0.37
6347,F,0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245,8,0.16
6348,I,0.52,0.39,0.14,0.7325,0.2415,0.144,0.26,19,0.23
6349,F,0.52,0.405,0.125,0.6435,0.2415,0.1735,0.21,12,0.19
6350,F,0.625,0.485,0.16,1.254,0.591,0.259,0.3485,9,0.31
6351,M,0.6,0.475,0.16,1.164,0.5045,0.2635,0.335,12,0.32
6352,F,0.695,0.535,0.175,1.8385,0.8035,0.396,0.503,10,0.53
6353,I,0.375,0.3,0.075,0.144,0.059,0.03,0.044,7,0.04
6354,F,0.53,0.435,0.17,0.8155,0.2985,0.155,0.275,13,0.24
6355,M,0.555,0.405,0.19,1.406,0.6115,0.342,0.389,10,0.41
6356,M,0.39,0.28,0.125,0.564,0.3035,0.0955,0.143,7,0.12
6357,I,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,6,0.07
6358,M,0.545,0.415,0.14,0.82,0.4615,0.127,0.218,9,0.14
